Character,Transcription,Fanqie,Sixtuple,Reference
霩,xwak,虚郭,宕合一入唐曉,3586
䁨,xwak,虚郭,宕合一入唐曉,3586
藿,xwak,虚郭,宕合一入唐曉,3586
彉,xwak,虚郭,宕合一入唐曉,3586
彉,kwak,古博,宕合一入唐見,3587
彍,xwak,虚郭,宕合一入唐曉,3586
彍,kwak,古博,宕合一入唐見,3587
攉,xwak,虚郭,宕合一入唐曉,3586
瀖,xwak,虚郭,宕合一入唐曉,3586
劐,xwak,虚郭,宕合一入唐曉,3586
癨,xwak,虚郭,宕合一入唐曉,3586
郭,kwak,古博,宕合一入唐見,3587
𩫏,kwak,古博,宕合一入唐見,3587
𨟍,kwak,古博,宕合一入唐見,3587
崞,kwak,古博,宕合一入唐見,3587
椁,kwak,古博,宕合一入唐見,3587
槨,kwak,古博,宕合一入唐見,3587
𦘅,kwak,古博,宕合一入唐見,3587
雘,'wak,烏郭,宕合一入唐影,3588
蠖,'wak,烏郭,宕合一入唐影,3588
鸌,'wak,烏郭,宕合一入唐影,3588
𩟓,'wak,烏郭,宕合一入唐影,3588
穫,hwak,胡郭,宕合一入唐匣,3589
鑊,hwak,胡郭,宕合一入唐匣,3589
㦜,hwak,胡郭,宕合一入唐匣,3589
𤐰,hwak,胡郭,宕合一入唐匣,3589
䨥,hwak,胡郭,宕合一入唐匣,3589
𤻙,hwak,胡郭,宕合一入唐匣,3589
𢋒,hwak,胡郭,宕合一入唐匣,3589
廓,khwak,苦郭,宕合一入唐溪,3590
鞹,khwak,苦郭,宕合一入唐溪,3590
漷,khwak,苦郭,宕合一入唐溪,3590
漷,xwaek,虎伯,梗合二入庚曉,3617
𠠎,khwak,苦郭,宕合一入唐溪,3590
𠠎,khwaek,丘擭,梗合二入庚溪,3622
籗,khwak,苦郭,宕合一入唐溪,3590
瓁,ngwak,五郭,宕合一入唐疑,3591
硦,lwak,盧穫,宕合一入唐來,3592
陌,maek,莫白,梗開二入庚明,3594
帞,maek,莫白,梗開二入庚明,3594
袹,maek,莫白,梗開二入庚明,3594
𡠜,maek,莫白,梗開二入庚明,3594
㱳,maek,莫白,梗開二入庚明,3594
貘,maek,莫白,梗開二入庚明,3594
蛨,maek,莫白,梗開二入庚明,3594
貊,maek,莫白,梗開二入庚明,3594
佰,maek,莫白,梗開二入庚明,3594
驀,maek,莫白,梗開二入庚明,3594
㹮,maek,莫白,梗開二入庚明,3594
𩢷,maek,莫白,梗開二入庚明,3594
洦,maek,莫白,梗開二入庚明,3594
洦,phaek,普伯,梗開二入庚滂,3613
𢫦,maek,莫白,梗開二入庚明,3594
𧻙,maek,莫白,梗開二入庚明,3594
𧻙,phaek,普伯,梗開二入庚滂,3613
銆,maek,莫白,梗開二入庚明,3594
磔,traek,陟格,梗開二入庚知,3595
虴,traek,陟格,梗開二入庚知,3595
舴,traek,陟格,梗開二入庚知,3595
舴,tsraek,側伯,梗開二入庚莊,3603
𤜤,traek,陟格,梗開二入庚知,3595
𪄱,traek,陟格,梗開二入庚知,3595
𪄱,tek,都歷,梗開四入青端,3674
𪐏,traek,陟格,梗開二入庚知,3595
𪐏,trjek,竹益,梗開三入清知,3666
嫡,traek,陟格,梗開二入庚知,3595
嫡,tek,都歷,梗開四入青端,3674
𥧮,traek,陟格,梗開二入庚知,3595
杔,traek,陟格,梗開二入庚知,3595
白,baek,傍陌,梗開二入庚並,3596
帛,baek,傍陌,梗開二入庚並,3596
舶,baek,傍陌,梗開二入庚並,3596
鮊,baek,傍陌,梗開二入庚並,3596
𦰬,baek,傍陌,梗開二入庚並,3596
伯,paek,博陌,梗開二入庚幫,3597
迫,paek,博陌,梗開二入庚幫,3597
敀,paek,博陌,梗開二入庚幫,3597
敀,phaek,普伯,梗開二入庚滂,3613
百,paek,博陌,梗開二入庚幫,3597
柏,paek,博陌,梗開二入庚幫,3597
湐,paek,博陌,梗開二入庚幫,3597
栢,paek,博陌,梗開二入庚幫,3597
𦯉,paek,博陌,梗開二入庚幫,3597
㼟,paek,博陌,梗開二入庚幫,3597
劇,gjaek,奇逆,梗開三入庚群,3598
屐,gjaek,奇逆,梗開三入庚群,3598
𨍺,gjaek,奇逆,梗開三入庚群,3598
𤭏,gjaek,奇逆,梗開三入庚群,3598
𤭏,trhjek,丑亦,梗開三入清徹,3667
𢜭,gjaek,奇逆,梗開三入庚群,3598
𢜭,kjaek,几劇,梗開三入庚見,3599
㘌,gjaek,奇逆,梗開三入庚群,3598
戟,kjaek,几劇,梗開三入庚見,3599
撠,kjaek,几劇,梗開三入庚見,3599
𦻝,kjaek,几劇,梗開三入庚見,3599
𦺩,kjaek,几劇,梗開三入庚見,3599
𤜾,kjaek,几劇,梗開三入庚見,3599
谻,kjaek,几劇,梗開三入庚見,3599
丮,kjaek,几劇,梗開三入庚見,3599
𩯋,kjaek,几劇,梗開三入庚見,3599
𡩡,srjaek,山戟,梗開三入庚生,3600
𡩡,sreak,山責,梗開二入耕生,3639
䞽,srjaek,山戟,梗開三入庚生,3600
𥻨,srjaek,山戟,梗開三入庚生,3600
䜺,tsrhjaek,測戟,梗開三入庚初,3601
嚄,hwaek,胡伯,梗合二入庚匣,3602
𡄴,hwaek,胡伯,梗合二入庚匣,3602
嘖,tsraek,側伯,梗開二入庚莊,3603
嘖,dzreak,士革,梗開二入耕崇,3629
嘖,tsreak,側革,梗開二入耕莊,3630
窄,tsraek,側伯,梗開二入庚莊,3603
齚,dzraek,鋤陌,梗開二入庚崇,3604
泎,dzraek,鋤陌,梗開二入庚崇,3604
隙,khjaek,綺戟,梗開三入庚溪,3605
郤,khjaek,綺戟,梗開三入庚溪,3605
綌,khjaek,綺戟,梗開三入庚溪,3605
𧯈,khjaek,綺戟,梗開三入庚溪,3605
𡭴,khjaek,綺戟,梗開三入庚溪,3605
額,ngaek,五陌,梗開二入庚疑,3606
頟,ngaek,五陌,梗開二入庚疑,3606
䱮,ngaek,五陌,梗開二入庚疑,3606
峉,ngaek,五陌,梗開二入庚疑,3606
䩹,ngaek,五陌,梗開二入庚疑,3606
䩹,ngeak,五革,梗開二入耕疑,3641
逆,ngjaek,宜戟,梗開三入庚疑,3607
屰,ngjaek,宜戟,梗開三入庚疑,3607
縌,ngjaek,宜戟,梗開三入庚疑,3607
㘙,ngjaek,宜戟,梗開三入庚疑,3607
𥿬,ngjaek,宜戟,梗開三入庚疑,3607
𠱘,ngjaek,宜戟,梗開三入庚疑,3607
客,khaek,苦格,梗開二入庚溪,3608
喀,khaek,苦格,梗開二入庚溪,3608
礊,khaek,苦格,梗開二入庚溪,3608
礊,kheak,楷革,梗開二入耕溪,3633
礊,xweak,呼麥,梗合二入耕曉,3634
揢,khaek,苦格,梗開二入庚溪,3608
𩚬,'aek,烏格,梗開二入庚影,3609
𩚬,'eak,於革,梗開二入耕影,3638
虩,xjaek,許郤,梗開三入庚曉,3610
虩,sreak,山責,梗開二入耕生,3639
拆,trhaek,丑格,梗開二入庚徹,3611
𡍩,trhaek,丑格,梗開二入庚徹,3611
坼,trhaek,丑格,梗開二入庚徹,3611
𧼳,trhaek,丑格,梗開二入庚徹,3611
㿭,trhaek,丑格,梗開二入庚徹,3611
𤖴,trhaek,丑格,梗開二入庚徹,3611
𩎚,trhaek,丑格,梗開二入庚徹,3611
䪝,'waek,乙白,梗合二入庚影,3612
䪝,'jwaek,一虢,梗合三入庚影,3620
拍,phaek,普伯,梗開二入庚滂,3613
珀,phaek,普伯,梗開二入庚滂,3613
𤖼,phaek,普伯,梗開二入庚滂,3613
赫,xaek,呼格,梗開二入庚曉,3614
爀,xaek,呼格,梗開二入庚曉,3614
𥋿,xaek,呼格,梗開二入庚曉,3614
𢅰,xaek,呼格,梗開二入庚曉,3614
垎,haek,胡格,梗開二入庚匣,3615
䞦,haek,胡格,梗開二入庚匣,3615
楁,haek,胡格,梗開二入庚匣,3615
𨍇,haek,胡格,梗開二入庚匣,3615
𢓜,kaek,古伯,梗開二入庚見,3616
茖,kaek,古伯,梗開二入庚見,3616
骼,kaek,古伯,梗開二入庚見,3616
觡,kaek,古伯,梗開二入庚見,3616
𩹺,kaek,古伯,梗開二入庚見,3616
𩹺,keak,古核,梗開二入耕見,3636
㦴,kaek,古伯,梗開二入庚見,3616
㪾,kaek,古伯,梗開二入庚見,3616
蛒,kaek,古伯,梗開二入庚見,3616
𪌣,kaek,古伯,梗開二入庚見,3616
𢼛,kaek,古伯,梗開二入庚見,3616
𢼛,kwaek,古伯,梗合二入庚見,3619
𩹿,kaek,古伯,梗開二入庚見,3616
謋,xwaek,虎伯,梗合二入庚曉,3617
諕,xwaek,虎伯,梗合二入庚曉,3617
砉,xwaek,虎伯,梗合二入庚曉,3617
砉,xwek,呼狊,梗合四入青曉,3690
𦒧,xwaek,虎伯,梗合二入庚曉,3617
湱,xwaek,虎伯,梗合二入庚曉,3617
湱,xweak,呼麥,梗合二入耕曉,3634
硅,xwaek,虎伯,梗合二入庚曉,3617
𢝇,xwaek,虎伯,梗合二入庚曉,3617
宅,draek,瑒伯,梗開二入庚澄,3618
㡯,draek,瑒伯,梗開二入庚澄,3618
擇,draek,瑒伯,梗開二入庚澄,3618
澤,draek,瑒伯,梗開二入庚澄,3618
𪀥,draek,瑒伯,梗開二入庚澄,3618
翟,draek,瑒伯,梗開二入庚澄,3618
翟,dek,徒歷,梗開四入青定,3677
䕪,draek,瑒伯,梗開二入庚澄,3618
檡,draek,瑒伯,梗開二入庚澄,3618
檡,syek,施隻,梗開三入清書,3651
鸅,draek,瑒伯,梗開二入庚澄,3618
𩏪,draek,瑒伯,梗開二入庚澄,3618
蠌,draek,瑒伯,梗開二入庚澄,3618
𤂥,draek,瑒伯,梗開二入庚澄,3618
虢,kwaek,古伯,梗合二入庚見,3619
㶁,kwaek,古伯,梗合二入庚見,3619
𧭣,kwaek,古伯,梗合二入庚見,3619
㠛,'jwaek,一虢,梗合三入庚影,3620
蹃,nrwaek,女白,梗合二入庚娘,3621
𣝍,bjaek,弼戟,梗開三入庚並,3623
麥,meak,莫獲,梗開二入耕明,3624
𧖴,meak,莫獲,梗開二入耕明,3624
脈,meak,莫獲,梗開二入耕明,3624
脉,meak,莫獲,梗開二入耕明,3624
衇,meak,莫獲,梗開二入耕明,3624
霢,meak,莫獲,梗開二入耕明,3624
眽,meak,莫獲,梗開二入耕明,3624
覛,meak,莫獲,梗開二入耕明,3624
覛,mek,莫狄,梗開四入青明,3683
𧡒,meak,莫獲,梗開二入耕明,3624
獲,hweak,胡麥,梗合二入耕匣,3625
嫿,hweak,胡麥,梗合二入耕匣,3625
劃,hweak,胡麥,梗合二入耕匣,3625
劃,xweak,呼麥,梗合二入耕曉,3634
㗲,hweak,胡麥,梗合二入耕匣,3625
咟,hweak,胡麥,梗合二入耕匣,3625
蟈,kweak,古獲,梗合二入耕見,3626
蟈,kwok,古或,曾合一入登見,3735
馘,kweak,古獲,梗合二入耕見,3626
馘,kwok,古或,曾合一入登見,3735
聝,kweak,古獲,梗合二入耕見,3626
膕,kweak,古獲,梗合二入耕見,3626
膕,kwok,古或,曾合一入登見,3735
𩪐,kweak,古獲,梗合二入耕見,3626
摑,kweak,古獲,梗合二入耕見,3626
漍,kweak,古獲,梗合二入耕見,3626
𢹖,kweak,古獲,梗合二入耕見,3626
䂸,kweak,古獲,梗合二入耕見,3626
嘓,kweak,古獲,梗合二入耕見,3626
䬎,kweak,古獲,梗合二入耕見,3626
𧖻,kweak,古獲,梗合二入耕見,3626
檗,peak,博厄,梗開二入耕幫,3627
擘,peak,博厄,梗開二入耕幫,3627
掰,peak,博厄,梗開二入耕幫,3627
𤖟,peak,博厄,梗開二入耕幫,3627
糪,peak,博厄,梗開二入耕幫,3627
糪,pheak,普麥,梗開二入耕滂,3640
䌟,beak,蒲革,梗開二入耕並,3628
繴,beak,蒲革,梗開二入耕並,3628
繴,pek,北激,梗開四入青幫,3685
𦌠,beak,蒲革,梗開二入耕並,3628
賾,dzreak,士革,梗開二入耕崇,3629
鰿,dzreak,士革,梗開二入耕崇,3629
鰿,tsjek,資昔,梗開三入清精,3648
㣱,dzreak,士革,梗開二入耕崇,3629
矠,dzreak,士革,梗開二入耕崇,3629
矠,tsrheak,楚革,梗開二入耕初,3632
責,tsreak,側革,梗開二入耕莊,3630
𩔳,tsreak,側革,梗開二入耕莊,3630
簀,tsreak,側革,梗開二入耕莊,3630
簀,tsek,則歷,梗開四入青精,3679
幘,tsreak,側革,梗開二入耕莊,3630
謮,tsreak,側革,梗開二入耕莊,3630
𧐐,tsreak,側革,梗開二入耕莊,3630
𧐐,tsjek,資昔,梗開三入清精,3648
𦟜,tsreak,側革,梗開二入耕莊,3630
嫧,tsreak,側革,梗開二入耕莊,3630
嫧,tsrheak,楚革,梗開二入耕初,3632
嫧,tshjek,七迹,梗開三入清清,3656
䞰,dzrweak,査獲,梗合二入耕崇,3631
䟄,dzrweak,査獲,梗合二入耕崇,3631
䟄,tshjek,七迹,梗開三入清清,3656
策,tsrheak,楚革,梗開二入耕初,3632
冊,tsrheak,楚革,梗開二入耕初,3632
笧,tsrheak,楚革,梗開二入耕初,3632
䶦,tsrheak,楚革,梗開二入耕初,3632
筴,tsrheak,楚革,梗開二入耕初,3632
筴,kep,古協,咸開四入添見,3828
筴,keap,古洽,咸開二入咸見,3842
𣆩,tsrheak,楚革,梗開二入耕初,3632
憡,tsrheak,楚革,梗開二入耕初,3632
皟,tsrheak,楚革,梗開二入耕初,3632
㥽,tsrheak,楚革,梗開二入耕初,3632
𧶷,tsrheak,楚革,梗開二入耕初,3632
拺,tsrheak,楚革,梗開二入耕初,3632
拺,sreak,山責,梗開二入耕生,3639
𩱝,kheak,楷革,梗開二入耕溪,3633
䙐,kheak,楷革,梗開二入耕溪,3633
緙,kheak,楷革,梗開二入耕溪,3633
諽,kheak,楷革,梗開二入耕溪,3633
諽,keak,古核,梗開二入耕見,3636
剨,xweak,呼麥,梗合二入耕曉,3634
𦑌,xweak,呼麥,梗合二入耕曉,3634
㦎,xweak,呼麥,梗合二入耕曉,3634
捇,xweak,呼麥,梗合二入耕曉,3634
掝,xweak,呼麥,梗合二入耕曉,3634
㖪,xweak,呼麥,梗合二入耕曉,3634
䐸,xweak,呼麥,梗合二入耕曉,3634
焃,xweak,呼麥,梗合二入耕曉,3634
㩇,xweak,呼麥,梗合二入耕曉,3634
㩇,tsrweak,簪摑,梗合二入耕莊,3643
𢄶,xweak,呼麥,梗合二入耕曉,3634
𨐶,xweak,呼麥,梗合二入耕曉,3634
𥊮,xweak,呼麥,梗合二入耕曉,3634
𤷇,xweak,呼麥,梗合二入耕曉,3634
𤷇,xik,況逼,曾合三入蒸曉,3714
䦝,xweak,呼麥,梗合二入耕曉,3634
𤁹,xweak,呼麥,梗合二入耕曉,3634
䬉,xweak,呼麥,梗合二入耕曉,3634
𠜻,xweak,呼麥,梗合二入耕曉,3634
䃒,heak,下革,梗開二入耕匣,3635
翮,heak,下革,梗開二入耕匣,3635
㮝,heak,下革,梗開二入耕匣,3635
核,heak,下革,梗開二入耕匣,3635
𤈧,heak,下革,梗開二入耕匣,3635
滆,heak,下革,梗開二入耕匣,3635
蒚,heak,下革,梗開二入耕匣,3635
蒚,lek,郎擊,梗開四入青來,3673
隔,keak,古核,梗開二入耕見,3636
膈,keak,古核,梗開二入耕見,3636
搹,keak,古核,梗開二入耕見,3636
鬲,keak,古核,梗開二入耕見,3636
鬲,lek,郎擊,梗開四入青來,3673
槅,keak,古核,梗開二入耕見,3636
革,keak,古核,梗開二入耕見,3636
𥴩,keak,古核,梗開二入耕見,3636
𢡍,keak,古核,梗開二入耕見,3636
䪂,keak,古核,梗開二入耕見,3636
䪂,sreak,山責,梗開二入耕生,3639
𧈑,keak,古核,梗開二入耕見,3636
䨣,keak,古核,梗開二入耕見,3636
𥉅,keak,古核,梗開二入耕見,3636
𦑜,keak,古核,梗開二入耕見,3636
嗝,keak,古核,梗開二入耕見,3636
摘,treak,陟革,梗開二入耕知,3637
摘,thek,他歷,梗開四入青透,3678
謫,treak,陟革,梗開二入耕知,3637
讁,treak,陟革,梗開二入耕知,3637
𤟍,treak,陟革,梗開二入耕知,3637
棏,treak,陟革,梗開二入耕知,3637
棏,dok,徒得,曾開一入登定,3727
𡇠,treak,陟革,梗開二入耕知,3637
䊞,treak,陟革,梗開二入耕知,3637
厇,treak,陟革,梗開二入耕知,3637
嘀,treak,陟革,梗開二入耕知,3637
戹,'eak,於革,梗開二入耕影,3638
厄,'eak,於革,梗開二入耕影,3638
搤,'eak,於革,梗開二入耕影,3638
㧖,'eak,於革,梗開二入耕影,3638
扼,'eak,於革,梗開二入耕影,3638
軛,'eak,於革,梗開二入耕影,3638
軶,'eak,於革,梗開二入耕影,3638
呝,'eak,於革,梗開二入耕影,3638
阸,'eak,於革,梗開二入耕影,3638
阸,'eaH,烏懈,蟹開二去佳影,4016
阨,'eak,於革,梗開二入耕影,3638
豟,'eak,於革,梗開二入耕影,3638
𪕶,'eak,於革,梗開二入耕影,3638
𪕶,'jiek,伊昔,梗開三入清影,3649
貖,'eak,於革,梗開二入耕影,3638
蚅,'eak,於革,梗開二入耕影,3638
𧠞,'eak,於革,梗開二入耕影,3638
栜,sreak,山責,梗開二入耕生,3639
𣽤,sreak,山責,梗開二入耕生,3639
㾊,sreak,山責,梗開二入耕生,3639
䨛,sreak,山責,梗開二入耕生,3639
擌,sreak,山責,梗開二入耕生,3639
𢶉,pheak,普麥,梗開二入耕滂,3640
虉,ngeak,五革,梗開二入耕疑,3641
虉,ngek,五歷,梗開四入青疑,3676
㣂,ngeak,五革,梗開二入耕疑,3641
𥖪,leak,力摘,梗開二入耕來,3642
𢷾,srweak,砂獲,梗合二入耕生,3644
𧾛,gweak,求獲,梗合二入耕群,3645
䭆,nreak,尼戹,梗開二入耕娘,3646
昔,sjek,思積,梗開三入清心,3647
𦠡,sjek,思積,梗開三入清心,3647
腊,sjek,思積,梗開三入清心,3647
惜,sjek,思積,梗開三入清心,3647
潟,sjek,思積,梗開三入清心,3647
磶,sjek,思積,梗開三入清心,3647
𩍆,sjek,思積,梗開三入清心,3647
蕮,sjek,思積,梗開三入清心,3647
鬄,sjek,思積,梗開三入清心,3647
䯜,sjek,思積,梗開三入清心,3647
䯜,thek,他歷,梗開四入青透,3678
𩾼,sjek,思積,梗開三入清心,3647
焟,sjek,思積,梗開三入清心,3647
棤,sjek,思積,梗開三入清心,3647
脊,tsjek,資昔,梗開三入清精,3648
蹐,tsjek,資昔,梗開三入清精,3648
迹,tsjek,資昔,梗開三入清精,3648
跡,tsjek,資昔,梗開三入清精,3648
𪃹,tsjek,資昔,梗開三入清精,3648
𪃹,tsik,子力,曾開三入蒸精,3711
𩺀,tsjek,資昔,梗開三入清精,3648
鯽,tsjek,資昔,梗開三入清精,3648
鯽,tsik,子力,曾開三入蒸精,3711
蹟,tsjek,資昔,梗開三入清精,3648
襀,tsjek,資昔,梗開三入清精,3648
庴,tsjek,資昔,梗開三入清精,3648
庴,dzjek,秦昔,梗開三入清從,3658
益,'jiek,伊昔,梗開三入清影,3649
嗌,'jiek,伊昔,梗開三入清影,3649
𨜶,'jiek,伊昔,梗開三入清影,3649
膉,'jiek,伊昔,梗開三入清影,3649
𦶩,'jiek,伊昔,梗開三入清影,3649
亦,yek,羊益,梗開三入清以,3650
繹,yek,羊益,梗開三入清以,3650
睪,yek,羊益,梗開三入清以,3650
睪,nrjep,尼輒,咸開三入鹽娘,3813
弈,yek,羊益,梗開三入清以,3650
奕,yek,羊益,梗開三入清以,3650
帟,yek,羊益,梗開三入清以,3650
譯,yek,羊益,梗開三入清以,3650
懌,yek,羊益,梗開三入清以,3650
驛,yek,羊益,梗開三入清以,3650
嶧,yek,羊益,梗開三入清以,3650
醳,yek,羊益,梗開三入清以,3650
腋,yek,羊益,梗開三入清以,3650
掖,yek,羊益,梗開三入清以,3650
䘸,yek,羊益,梗開三入清以,3650
䘸,tsyek,之石,梗開三入清章,3654
液,yek,羊益,梗開三入清以,3650
痬,yek,羊益,梗開三入清以,3650
蜴,yek,羊益,梗開三入清以,3650
埸,yek,羊益,梗開三入清以,3650
圛,yek,羊益,梗開三入清以,3650
墿,yek,羊益,梗開三入清以,3650
焲,yek,羊益,梗開三入清以,3650
𥜃,yek,羊益,梗開三入清以,3650
㴒,yek,羊益,梗開三入清以,3650
燡,yek,羊益,梗開三入清以,3650
燚,yek,羊益,梗開三入清以,3650
𦔥,yek,羊益,梗開三入清以,3650
𦔥,syek,施隻,梗開三入清書,3651
𡱿,yek,羊益,梗開三入清以,3650
㘁,yek,羊益,梗開三入清以,3650
𤑹,yek,羊益,梗開三入清以,3650
𠓋,yek,羊益,梗開三入清以,3650
釋,syek,施隻,梗開三入清書,3651
𥼶,syek,施隻,梗開三入清書,3651
適,syek,施隻,梗開三入清書,3651
適,tsyek,之石,梗開三入清章,3654
適,tek,都歷,梗開四入青端,3674
奭,syek,施隻,梗開三入清書,3651
睗,syek,施隻,梗開三入清書,3651
晹,syek,施隻,梗開三入清書,3651
𡣪,syek,施隻,梗開三入清書,3651
螫,syek,施隻,梗開三入清書,3651
𩮜,syek,施隻,梗開三入清書,3651
𩮜,thek,他歷,梗開四入青透,3678
冟,syek,施隻,梗開三入清書,3651
䁺,syek,施隻,梗開三入清書,3651
襫,syek,施隻,梗開三入清書,3651
哧,syek,施隻,梗開三入清書,3651
尺,tsyhek,昌石,梗開三入清昌,3652
赤,tsyhek,昌石,梗開三入清昌,3652
烾,tsyhek,昌石,梗開三入清昌,3652
蚇,tsyhek,昌石,梗開三入清昌,3652
㡿,tsyhek,昌石,梗開三入清昌,3652
𠧚,tsyhek,昌石,梗開三入清昌,3652
𠧵,tsyhek,昌石,梗開三入清昌,3652
石,dzyek,常隻,梗開三入清常,3653
碩,dzyek,常隻,梗開三入清常,3653
祏,dzyek,常隻,梗開三入清常,3653
鉐,dzyek,常隻,梗開三入清常,3653
䄷,dzyek,常隻,梗開三入清常,3653
鼫,dzyek,常隻,梗開三入清常,3653
隻,tsyek,之石,梗開三入清章,3654
墌,tsyek,之石,梗開三入清章,3654
摭,tsyek,之石,梗開三入清章,3654
蹠,tsyek,之石,梗開三入清章,3654
跖,tsyek,之石,梗開三入清章,3654
𩀝,tsyek,之石,梗開三入清章,3654
䞠,tsyek,之石,梗開三入清章,3654
𠪮,tsyek,之石,梗開三入清章,3654
擲,drjek,直炙,梗開三入清澄,3655
擿,drjek,直炙,梗開三入清澄,3655
䵂,drjek,直炙,梗開三入清澄,3655
䵂,dek,徒歷,梗開四入青定,3677
躑,drjek,直炙,梗開三入清澄,3655
蹢,drjek,直炙,梗開三入清澄,3655
蹢,tek,都歷,梗開四入青端,3674
𧓸,drjek,直炙,梗開三入清澄,3655
磧,tshjek,七迹,梗開三入清清,3656
𧻕,tshjek,七迹,梗開三入清清,3656
洓,tshjek,七迹,梗開三入清清,3656
𧙞,tshjek,七迹,梗開三入清清,3656
席,zjek,祥易,梗開三入清邪,3657
夕,zjek,祥易,梗開三入清邪,3657
穸,zjek,祥易,梗開三入清邪,3657
汐,zjek,祥易,梗開三入清邪,3657
𨛳,zjek,祥易,梗開三入清邪,3657
蓆,zjek,祥易,梗開三入清邪,3657
籍,dzjek,秦昔,梗開三入清從,3658
𨆮,dzjek,秦昔,梗開三入清從,3658
耤,dzjek,秦昔,梗開三入清從,3658
塉,dzjek,秦昔,梗開三入清從,3658
瘠,dzjek,秦昔,梗開三入清從,3658
猎,dzjek,秦昔,梗開三入清從,3658
膌,dzjek,秦昔,梗開三入清從,3658
䣢,dzjek,秦昔,梗開三入清從,3658
擗,bjiek,房益,梗開三入清並,3659
躃,bjiek,房益,梗開三入清並,3659
闢,bjiek,房益,梗開三入清並,3659
辟,bjiek,房益,梗開三入清並,3659
辟,pjiek,必益,梗開三入清幫,3662
辟,phjiek,芳辟,梗開三入清滂,3663
㱸,bjiek,房益,梗開三入清並,3659
㱸,bek,扶歷,梗開四入青並,3684
𩪧,bjiek,房益,梗開三入清並,3659
𣮐,bjiek,房益,梗開三入清並,3659
役,ywek,營隻,梗合三入清以,3660
疫,ywek,營隻,梗合三入清以,3660
𩷍,ywek,營隻,梗合三入清以,3660
垼,ywek,營隻,梗合三入清以,3660
炈,ywek,營隻,梗合三入清以,3660
𪁛,ywek,營隻,梗合三入清以,3660
鈠,ywek,營隻,梗合三入清以,3660
𩂹,ywek,營隻,梗合三入清以,3660
豛,ywek,營隻,梗合三入清以,3660
𧈻,ywek,營隻,梗合三入清以,3660
瞁,xjwek,許役,梗合三入清曉,3661
瞁,xwek,呼狊,梗合四入青曉,3690
𥆛,xjwek,許役,梗合三入清曉,3661
𥆛,xwek,呼狊,梗合四入青曉,3690
璧,pjiek,必益,梗開三入清幫,3662
𤩹,pjiek,必益,梗開三入清幫,3662
鐴,pjiek,必益,梗開三入清幫,3662
躄,pjiek,必益,梗開三入清幫,3662
𣦢,pjiek,必益,梗開三入清幫,3662
襞,pjiek,必益,梗開三入清幫,3662
𨐨,pjiek,必益,梗開三入清幫,3662
僻,phjiek,芳辟,梗開三入清滂,3663
僻,phek,普擊,梗開四入青滂,3672
癖,phjiek,芳辟,梗開三入清滂,3663
癖,phek,普擊,梗開四入青滂,3672
廦,phjiek,芳辟,梗開三入清滂,3663
廦,pek,北激,梗開四入青幫,3685
碧,pjiek,彼役,梗合三入清幫,3665
彳,trhjek,丑亦,梗開三入清徹,3667
𦳮,tsywek,之役,梗合三入清章,3668
𢔠,tshjwek,七役,梗合三入清清,3669
錫,sek,先擊,梗開四入青心,3670
析,sek,先擊,梗開四入青心,3670
㭊,sek,先擊,梗開四入青心,3670
裼,sek,先擊,梗開四入青心,3670
皙,sek,先擊,梗開四入青心,3670
緆,sek,先擊,梗開四入青心,3670
𪎥,sek,先擊,梗開四入青心,3670
蜥,sek,先擊,梗開四入青心,3670
淅,sek,先擊,梗開四入青心,3670
惁,sek,先擊,梗開四入青心,3670
𧋐,sek,先擊,梗開四入青心,3670
㱤,sek,先擊,梗開四入青心,3670
晰,sek,先擊,梗開四入青心,3670
擊,kek,古歷,梗開四入青見,3671
墼,kek,古歷,梗開四入青見,3671
𦼷,kek,古歷,梗開四入青見,3671
𡫀,kek,古歷,梗開四入青見,3671
劈,phek,普擊,梗開四入青滂,3672
霹,phek,普擊,梗開四入青滂,3672
澼,phek,普擊,梗開四入青滂,3672
憵,phek,普擊,梗開四入青滂,3672
䤨,phek,普擊,梗開四入青滂,3672
歷,lek,郎擊,梗開四入青來,3673
靂,lek,郎擊,梗開四入青來,3673
䟐,lek,郎擊,梗開四入青來,3673
癧,lek,郎擊,梗開四入青來,3673
鎘,lek,郎擊,梗開四入青來,3673
䥶,lek,郎擊,梗開四入青來,3673
礫,lek,郎擊,梗開四入青來,3673
瓅,lek,郎擊,梗開四入青來,3673
秝,lek,郎擊,梗開四入青來,3673
櫪,lek,郎擊,梗開四入青來,3673
䍽,lek,郎擊,梗開四入青來,3673
𩽏,lek,郎擊,梗開四入青來,3673
曆,lek,郎擊,梗開四入青來,3673
藶,lek,郎擊,梗開四入青來,3673
瀝,lek,郎擊,梗開四入青來,3673
磿,lek,郎擊,梗開四入青來,3673
㽁,lek,郎擊,梗開四入青來,3673
皪,lek,郎擊,梗開四入青來,3673
𥌮,lek,郎擊,梗開四入青來,3673
䍥,lek,郎擊,梗開四入青來,3673
𪙽,lek,郎擊,梗開四入青來,3673
𤪢,lek,郎擊,梗開四入青來,3673
厤,lek,郎擊,梗開四入青來,3673
攊,lek,郎擊,梗開四入青來,3673
䮥,lek,郎擊,梗開四入青來,3673
𧙉,lek,郎擊,梗開四入青來,3673
䤙,lek,郎擊,梗開四入青來,3673
𡳸,lek,郎擊,梗開四入青來,3673
𦠓,lek,郎擊,梗開四入青來,3673
